system,dataset,train,char_tp,char_fp,char_fn,positive_rows,residual_rows,raw_residual_rows,raw_original_residual_rows,negative_rows,negative_rows_touched,negative_characters,negative_characters_masked,gold,original_gold,hit,hidden,raw_hidden,original_hidden,char_precision,char_recall,char_f1
model:gliner25-fastino,hivetrace,False,16978,1693,13813,1432,717,717,717,378,43,33110,378,1667,1667,970,930,930,930,0.9093246210701087,0.5513948881166575,0.6865068133112288
model:gliner-multi-v21-ru,hivetrace,False,13546,3324,17245,1432,929,938,938,378,29,33110,352,1667,1667,929,694,682,682,0.802963841138115,0.4399337468740866,0.568431212102138
model:gliner-multi-v21,hivetrace,False,12754,4099,18037,1432,973,980,980,378,63,33110,1005,1667,1667,868,631,624,624,0.7567792084495342,0.4142119450488779,0.5353874569725464
model:gliner-pii-edge+cpu-int8,hivetrace,False,8946,439,21845,1432,957,960,960,378,19,33110,142,1667,1667,729,559,556,556,0.9532232285562067,0.29053944334383425,0.4453405017921147
model:gliner-pii-base,hivetrace,False,13137,1017,17654,1432,935,936,936,378,39,33110,278,1667,1667,713,684,683,683,0.9281475201356507,0.42665064466889674,0.5845811547446879
model:ner-ru-yqelz,hivetrace,False,10118,7015,20673,1432,1130,1237,1237,378,144,33110,1972,1667,1667,630,448,337,337,0.5905562365026557,0.32860251372154203,0.4222518988398298
model:stanza-ru,hivetrace,False,8801,4037,21990,1432,1189,1192,1192,378,46,33110,609,1667,1667,529,383,380,380,0.6855429194578595,0.2858302750803806,0.4034472483898324
model:ner-ru-gherman,hivetrace,False,8322,236,22469,1432,1429,1429,1429,378,4,33110,35,1667,1667,505,15,10,10,0.9724234634260341,0.27027378129973045,0.42298406566875907
model:ner-ru-gherman-onnx,hivetrace,False,8238,231,22553,1432,1429,1429,1429,378,3,33110,31,1667,1667,503,14,9,9,0.9727240524264966,0.267545711409178,0.41966377992868065
model:ner-ru-gherman+cpu-int8,hivetrace,False,7753,190,23038,1432,1429,1429,1429,378,3,33110,28,1667,1667,486,14,9,9,0.9760795669142641,0.25179435549348833,0.4003201321836113
model:gliner2-hivetrace-uni-ru,hivetrace,False,6101,397,24690,1432,1064,1064,1064,378,15,33110,78,1667,1667,485,483,483,483,0.9389042782394583,0.19814231431262383,0.32722786880849586
model:spacy-ru-lg,hivetrace,False,6351,1385,24440,1432,1305,1305,1305,378,45,33110,212,1667,1667,420,262,261,261,0.8209669079627715,0.20626156993926797,0.3296908661458198
model:davlan-mbert,hivetrace,False,6509,840,24282,1432,1319,1330,1330,378,8,33110,60,1667,1667,410,235,216,216,0.8856987345217037,0.21139293949530708,0.3413214472994232
model:davlan-xlmr,hivetrace,False,6767,494,24024,1432,1324,1327,1327,378,4,33110,36,1667,1667,402,243,236,236,0.9319652940366341,0.21977201130200383,0.3556711867970146
model:davlan-mbert+cpu-int8,hivetrace,False,6217,702,24574,1432,1326,1345,1345,378,9,33110,71,1667,1667,391,226,199,199,0.8985402514814279,0.2019096489233867,0.32972686290108727
model:spacy-alrosait,hivetrace,False,8202,250,22589,1432,1235,1235,1235,378,4,33110,52,1667,1667,376,363,363,363,0.9704212020823474,0.2663765385989412,0.41801085543918653
model:davlan-xlmr+cpu-int8,hivetrace,False,5314,322,25477,1432,1338,1367,1367,378,3,33110,34,1667,1667,355,207,157,157,0.9428672817601136,0.17258289759994805,0.29176160540258606
model:natasha,hivetrace,False,4953,691,25838,1432,1319,1319,1319,378,8,33110,64,1667,1667,349,235,235,235,0.8775690999291282,0.1608586924750739,0.2718814326883491
model:gliner-pii-base+cpu-int8,hivetrace,False,778,0,30013,1432,1379,1379,1379,378,0,33110,0,1667,1667,58,58,58,58,1.0,0.025267123510116594,0.049288859324020405
model:detect-secrets,hivetrace,False,3350,1065,27441,1432,1406,1406,1406,378,0,33110,0,1667,1667,26,26,26,26,0.7587768969422424,0.1087980253970316,0.190308470147134
model:betterleaks,hivetrace,False,2953,0,27838,1432,1415,1415,1415,378,0,33110,0,1667,1667,17,17,17,17,1.0,0.09590464746192069,0.17502370791844477
model:gitleaks,hivetrace,False,2953,0,27838,1432,1415,1415,1415,378,0,33110,0,1667,1667,17,17,17,17,1.0,0.09590464746192069,0.17502370791844477
model:kingfisher,hivetrace,False,2953,0,27838,1432,1415,1415,1415,378,0,33110,0,1667,1667,17,17,17,17,1.0,0.09590464746192069,0.17502370791844477
model:noseyparker,hivetrace,False,2953,0,27838,1432,1415,1415,1415,378,0,33110,0,1667,1667,17,17,17,17,1.0,0.09590464746192069,0.17502370791844477
model:titus,hivetrace,False,2953,0,27838,1432,1415,1415,1415,378,0,33110,0,1667,1667,17,17,17,17,1.0,0.09590464746192069,0.17502370791844477
model:credsweeper-noml,hivetrace,False,1467,1,29324,1432,1421,1421,1421,378,0,33110,0,1667,1667,11,11,11,11,0.9993188010899182,0.04764379201714787,0.09095136241049011
model:credsweeper,hivetrace,False,1336,0,29455,1432,1424,1424,1424,378,0,33110,0,1667,1667,8,8,8,8,1.0,0.043389302068786335,0.0831699193824509
model:trufflehog,hivetrace,False,178,0,30613,1432,1431,1431,1431,378,0,33110,0,1667,1667,1,1,1,1,1.0,0.0057809100061706345,0.011495366334076013
model:deepsecrets,hivetrace,False,165,0,30626,1432,1431,1431,1431,378,0,33110,0,1667,1667,1,1,1,1,1.0,0.005358708713585138,0.01066029202739372
model:gliner-multi-v21+cpu-int8,hivetrace,False,0,0,30791,1432,1432,1432,1432,378,0,33110,0,1667,1667,0,0,0,0,0,0.0,0
model:gliner-nvidia+cpu-int8,hivetrace,False,0,0,30791,1432,1432,1432,1432,378,0,33110,0,1667,1667,0,0,0,0,0,0.0,0
model:gliner-urchade+cpu-int8,hivetrace,False,0,0,30791,1432,1432,1432,1432,378,0,33110,0,1667,1667,0,0,0,0,0,0.0,0
composition:pplx,hivetrace,False,30130,4905,661,1432,81,133,133,378,33,33110,321,1667,1667,1622,1586,1530,1530,0.8599971457114314,0.9785326881231529,0.9154437456324248
composition:fastino,hivetrace,False,18622,1472,12169,1432,467,467,467,378,46,33110,379,1667,1667,1216,1195,1195,1195,0.9267443017816264,0.6047871131174694,0.7319249287609314
composition:pplx+fastino,hivetrace,False,30567,6094,224,1432,26,40,40,378,73,33110,680,1667,1667,1656,1641,1627,1627,0.8337743105752707,0.9927251469585269,0.9063333926347625
composition:pplx+fastino+mmbert,hivetrace,False,30640,6441,151,1432,19,33,33,378,84,33110,751,1667,1667,1662,1648,1634,1634,0.8262991828699334,0.9950959696015069,0.902876001885903
composition:pplx+fastino+bardsai,hivetrace,False,30617,7166,174,1432,22,24,24,378,78,33110,730,1667,1667,1661,1645,1643,1643,0.8103379826906281,0.9943489980838557,0.8929623472453118
composition:pplx+fastino+bardsai+mmbert,hivetrace,False,30642,7390,149,1432,18,23,23,378,87,33110,785,1667,1667,1662,1649,1644,1644,0.8056899453092133,0.9951609236465201,0.8904581317292185
"composition:vote2(pplx,opf2,nvidia)",hivetrace,False,30167,1844,624,1432,84,107,107,378,20,33110,175,1667,1667,1626,1582,1557,1557,0.9423948017868857,0.9797343379558962,0.9607018884748894
model:gliner2-fastino,jayguard,False,11507,15077,1247,680,166,168,165,170,116,113627,2852,1195,1853,1069,927,925,1519,0.4328543484802889,0.9022267523914066,0.5850322843052519
