system,dataset,train,category,gold,original_gold,characters,hit,hidden,raw_hidden,original_hidden,covered_characters
model:nym-base+cpu-int8,ameau01,False,contacts,141,141,2790,141,141,141,141,2790
model:nym-base+cpu-int8,ameau01,False,accounts,131,131,1108,131,130,130,130,1102
model:nym-base+cpu-int8,ameau01,False,network,777,777,13053,98,68,48,48,926
model:nym-base+cpu-int8,ameau01,False,addresses,184,184,1474,104,104,104,104,828
model:nym-base+cpu-int8,ameau01,False,names,382,382,4674,381,4,369,369,4224
model:nym-base+cpu-int8,ameau01,False,logins,627,627,4692,449,440,410,410,3369
model:nym-small,ameau01,False,contacts,141,141,2790,141,141,140,140,2790
model:nym-small,ameau01,False,accounts,131,131,1108,131,130,130,130,1103
model:nym-small,ameau01,False,network,777,777,13053,24,18,11,11,252
model:nym-small,ameau01,False,addresses,184,184,1474,154,154,152,152,1239
model:nym-small,ameau01,False,names,382,382,4674,381,5,379,379,4277
model:nym-small,ameau01,False,logins,627,627,4692,417,413,396,396,3159
model:openai-base,ameau01,False,contacts,141,141,2790,137,137,137,137,2715
model:openai-base,ameau01,False,accounts,131,131,1108,81,69,64,64,626
model:openai-base,ameau01,False,network,777,777,13053,234,218,209,209,2685
model:openai-base,ameau01,False,addresses,184,184,1474,3,3,2,2,21
model:openai-base,ameau01,False,names,382,382,4674,368,366,366,366,4491
model:openai-base,ameau01,False,logins,627,627,4692,411,411,391,391,3052
model:bardsai-eu,ameau01,False,contacts,141,141,2790,136,23,20,20,2192
model:bardsai-eu,ameau01,False,accounts,131,131,1108,90,75,37,37,685
model:bardsai-eu,ameau01,False,network,777,777,13053,251,160,138,138,3205
model:bardsai-eu,ameau01,False,addresses,184,184,1474,174,174,172,172,1393
model:bardsai-eu,ameau01,False,names,382,382,4674,380,377,376,376,4640
model:bardsai-eu,ameau01,False,logins,627,627,4692,198,193,120,120,1480
model:mmbert32k+cpu-int8,ameau01,False,contacts,141,141,2790,119,18,4,4,1319
model:mmbert32k+cpu-int8,ameau01,False,accounts,131,131,1108,114,5,0,0,614
model:mmbert32k+cpu-int8,ameau01,False,network,777,777,13053,487,22,2,2,3638
model:mmbert32k+cpu-int8,ameau01,False,addresses,184,184,1474,29,29,27,27,235
model:mmbert32k+cpu-int8,ameau01,False,names,382,382,4674,271,192,193,193,2883
model:mmbert32k+cpu-int8,ameau01,False,logins,627,627,4692,189,170,35,35,1397
model:opf-kz-ru,ameau01,False,contacts,141,141,2790,141,141,141,141,2790
model:opf-kz-ru,ameau01,False,accounts,131,131,1108,117,106,94,94,940
model:opf-kz-ru,ameau01,False,network,777,777,13053,272,239,228,228,3069
model:opf-kz-ru,ameau01,False,addresses,184,184,1474,6,6,6,6,45
model:opf-kz-ru,ameau01,False,names,382,382,4674,356,336,332,332,4236
model:opf-kz-ru,ameau01,False,logins,627,627,4692,314,311,264,264,2385
model:stanza-ru,ameau01,False,contacts,141,141,2790,7,7,7,7,135
model:stanza-ru,ameau01,False,accounts,131,131,1108,112,6,6,6,330
model:stanza-ru,ameau01,False,network,777,777,13053,450,259,85,85,7326
model:stanza-ru,ameau01,False,addresses,184,184,1474,150,150,150,150,1222
model:stanza-ru,ameau01,False,names,382,382,4674,378,368,367,367,4553
model:stanza-ru,ameau01,False,logins,627,627,4692,56,56,56,56,416
model:traciora,ameau01,False,contacts,141,141,2790,137,135,135,135,2735
model:traciora,ameau01,False,accounts,131,131,1108,54,14,10,10,299
model:traciora,ameau01,False,network,777,777,13053,218,174,167,167,2296
model:traciora,ameau01,False,addresses,184,184,1474,2,2,2,2,17
model:traciora,ameau01,False,names,382,382,4674,350,334,324,324,4189
model:traciora,ameau01,False,logins,627,627,4692,351,345,271,271,2628
model:gravitee-small,ameau01,False,contacts,141,141,2790,137,135,134,134,2763
model:gravitee-small,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:gravitee-small,ameau01,False,network,777,777,13053,234,228,228,228,2620
model:gravitee-small,ameau01,False,addresses,184,184,1474,159,159,159,159,1300
model:gravitee-small,ameau01,False,names,382,382,4674,381,372,122,122,4602
model:gravitee-small,ameau01,False,logins,627,627,4692,159,152,109,109,1188
model:gravitee-small+cpu-int8,ameau01,False,contacts,141,141,2790,137,135,133,133,2755
model:gravitee-small+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:gravitee-small+cpu-int8,ameau01,False,network,777,777,13053,233,229,229,229,2615
model:gravitee-small+cpu-int8,ameau01,False,addresses,184,184,1474,147,147,147,147,1205
model:gravitee-small+cpu-int8,ameau01,False,names,382,382,4674,382,372,127,127,4602
model:gravitee-small+cpu-int8,ameau01,False,logins,627,627,4692,170,165,117,117,1275
model:opf-ru-v2,ameau01,False,contacts,141,141,2790,137,135,135,135,2678
model:opf-ru-v2,ameau01,False,accounts,131,131,1108,47,19,8,8,290
model:opf-ru-v2,ameau01,False,network,777,777,13053,257,233,229,229,2826
model:opf-ru-v2,ameau01,False,addresses,184,184,1474,1,1,1,1,9
model:opf-ru-v2,ameau01,False,names,382,382,4674,359,353,351,351,4336
model:opf-ru-v2,ameau01,False,logins,627,627,4692,221,212,164,164,1694
model:ru-pii-ner,ameau01,False,contacts,141,141,2790,121,119,119,119,2420
model:ru-pii-ner,ameau01,False,accounts,131,131,1108,114,114,114,114,967
model:ru-pii-ner,ameau01,False,network,777,777,13053,213,212,212,212,3231
model:ru-pii-ner,ameau01,False,addresses,184,184,1474,7,7,7,7,53
model:ru-pii-ner,ameau01,False,names,382,382,4674,367,365,365,365,4483
model:ru-pii-ner,ameau01,False,logins,627,627,4692,181,180,180,180,1468
model:ner-ru-yqelz,ameau01,False,contacts,141,141,2790,16,1,0,0,124
model:ner-ru-yqelz,ameau01,False,accounts,131,131,1108,3,1,1,1,13
model:ner-ru-yqelz,ameau01,False,network,777,777,13053,181,140,121,121,3142
model:ner-ru-yqelz,ameau01,False,addresses,184,184,1474,177,176,176,176,1423
model:ner-ru-yqelz,ameau01,False,names,382,382,4674,374,354,336,336,4449
model:ner-ru-yqelz,ameau01,False,logins,627,627,4692,206,197,154,154,1502
model:gliner2-hivetrace-uni,ameau01,False,contacts,141,141,2790,135,135,135,135,2748
model:gliner2-hivetrace-uni,ameau01,False,accounts,131,131,1108,24,24,24,24,186
model:gliner2-hivetrace-uni,ameau01,False,network,777,777,13053,35,35,35,35,547
model:gliner2-hivetrace-uni,ameau01,False,addresses,184,184,1474,2,2,2,2,14
model:gliner2-hivetrace-uni,ameau01,False,names,382,382,4674,375,374,373,373,4590
model:gliner2-hivetrace-uni,ameau01,False,logins,627,627,4692,360,359,359,359,2724
model:gliner2-vladlinv,ameau01,False,contacts,141,141,2790,124,124,124,124,2534
model:gliner2-vladlinv,ameau01,False,accounts,131,131,1108,57,57,57,57,478
model:gliner2-vladlinv,ameau01,False,network,777,777,13053,33,33,33,33,389
model:gliner2-vladlinv,ameau01,False,addresses,184,184,1474,2,2,2,2,18
model:gliner2-vladlinv,ameau01,False,names,382,382,4674,366,365,364,364,4482
model:gliner2-vladlinv,ameau01,False,logins,627,627,4692,296,296,296,296,2224
model:davlan-xlmr,ameau01,False,contacts,141,141,2790,15,0,0,0,127
model:davlan-xlmr,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:davlan-xlmr,ameau01,False,network,777,777,13053,9,7,6,6,150
model:davlan-xlmr,ameau01,False,addresses,184,184,1474,178,178,177,177,1429
model:davlan-xlmr,ameau01,False,names,382,382,4674,379,377,372,372,4640
model:davlan-xlmr,ameau01,False,logins,627,627,4692,213,206,145,145,1586
model:davlan-mbert,ameau01,False,contacts,141,141,2790,25,6,3,3,331
model:davlan-mbert,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:davlan-mbert,ameau01,False,network,777,777,13053,84,6,2,2,686
model:davlan-mbert,ameau01,False,addresses,184,184,1474,179,179,179,179,1437
model:davlan-mbert,ameau01,False,names,382,382,4674,381,379,373,373,4661
model:davlan-mbert,ameau01,False,logins,627,627,4692,88,84,51,51,667
model:ru-legal-ner+cpu-int8,ameau01,False,contacts,141,141,2790,136,69,48,48,2404
model:ru-legal-ner+cpu-int8,ameau01,False,accounts,131,131,1108,67,0,0,0,396
model:ru-legal-ner+cpu-int8,ameau01,False,network,777,777,13053,131,16,15,15,722
model:ru-legal-ner+cpu-int8,ameau01,False,addresses,184,184,1474,12,12,10,10,82
model:ru-legal-ner+cpu-int8,ameau01,False,names,382,382,4674,142,73,51,51,1373
model:ru-legal-ner+cpu-int8,ameau01,False,logins,627,627,4692,231,214,96,96,1766
model:ru-legal-ner,ameau01,False,contacts,141,141,2790,138,68,50,50,2423
model:ru-legal-ner,ameau01,False,accounts,131,131,1108,68,0,0,0,402
model:ru-legal-ner,ameau01,False,network,777,777,13053,128,12,11,11,687
model:ru-legal-ner,ameau01,False,addresses,184,184,1474,13,13,10,10,95
model:ru-legal-ner,ameau01,False,names,382,382,4674,120,66,45,45,1202
model:ru-legal-ner,ameau01,False,logins,627,627,4692,223,208,88,88,1690
model:davlan-mbert+cpu-int8,ameau01,False,contacts,141,141,2790,12,1,0,0,145
model:davlan-mbert+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:davlan-mbert+cpu-int8,ameau01,False,network,777,777,13053,62,1,0,0,434
model:davlan-mbert+cpu-int8,ameau01,False,addresses,184,184,1474,176,176,176,176,1416
model:davlan-mbert+cpu-int8,ameau01,False,names,382,382,4674,380,369,363,363,4606
model:davlan-mbert+cpu-int8,ameau01,False,logins,627,627,4692,54,46,24,24,420
model:ner-ru-gherman,ameau01,False,contacts,141,141,2790,28,0,0,0,244
model:ner-ru-gherman,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:ner-ru-gherman,ameau01,False,network,777,777,13053,2,0,0,0,10
model:ner-ru-gherman,ameau01,False,addresses,184,184,1474,176,176,176,176,1423
model:ner-ru-gherman,ameau01,False,names,382,382,4674,382,2,2,2,4290
model:ner-ru-gherman,ameau01,False,logins,627,627,4692,80,57,29,29,632
model:ner-ru-gherman-onnx,ameau01,False,contacts,141,141,2790,25,0,0,0,231
model:ner-ru-gherman-onnx,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:ner-ru-gherman-onnx,ameau01,False,network,777,777,13053,1,0,0,0,6
model:ner-ru-gherman-onnx,ameau01,False,addresses,184,184,1474,176,176,176,176,1419
model:ner-ru-gherman-onnx,ameau01,False,names,382,382,4674,382,2,2,2,4287
model:ner-ru-gherman-onnx,ameau01,False,logins,627,627,4692,73,52,27,27,584
model:ner-ru-gherman+cpu-int8,ameau01,False,contacts,141,141,2790,19,0,0,0,162
model:ner-ru-gherman+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:ner-ru-gherman+cpu-int8,ameau01,False,network,777,777,13053,0,0,0,0,0
model:ner-ru-gherman+cpu-int8,ameau01,False,addresses,184,184,1474,173,173,173,173,1396
model:ner-ru-gherman+cpu-int8,ameau01,False,names,382,382,4674,382,1,1,1,4281
model:ner-ru-gherman+cpu-int8,ameau01,False,logins,627,627,4692,51,33,9,9,399
model:davlan-xlmr+cpu-int8,ameau01,False,contacts,141,141,2790,0,0,0,0,0
model:davlan-xlmr+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:davlan-xlmr+cpu-int8,ameau01,False,network,777,777,13053,1,0,0,0,11
model:davlan-xlmr+cpu-int8,ameau01,False,addresses,184,184,1474,143,143,129,129,1148
model:davlan-xlmr+cpu-int8,ameau01,False,names,382,382,4674,315,266,215,215,3629
model:davlan-xlmr+cpu-int8,ameau01,False,logins,627,627,4692,11,11,0,0,93
model:rules-ru,ameau01,False,contacts,141,141,2790,120,120,120,120,2562
model:rules-ru,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:rules-ru,ameau01,False,network,777,777,13053,205,205,205,205,2306
model:rules-ru,ameau01,False,addresses,184,184,1474,0,0,0,0,0
model:rules-ru,ameau01,False,names,382,382,4674,0,0,0,0,0
model:rules-ru,ameau01,False,logins,627,627,4692,41,41,41,41,350
model:fef2-secret-ru,ameau01,False,contacts,141,141,2790,109,105,102,102,2337
model:fef2-secret-ru,ameau01,False,accounts,131,131,1108,62,55,52,52,499
model:fef2-secret-ru,ameau01,False,network,777,777,13053,13,8,5,5,154
model:fef2-secret-ru,ameau01,False,addresses,184,184,1474,4,4,4,4,21
model:fef2-secret-ru,ameau01,False,names,382,382,4674,67,46,38,38,773
model:fef2-secret-ru,ameau01,False,logins,627,627,4692,31,28,20,20,289
model:fef2-secret-ru+cpu-int8,ameau01,False,contacts,141,141,2790,107,91,84,84,2220
model:fef2-secret-ru+cpu-int8,ameau01,False,accounts,131,131,1108,46,41,38,38,369
model:fef2-secret-ru+cpu-int8,ameau01,False,network,777,777,13053,10,3,1,1,79
model:fef2-secret-ru+cpu-int8,ameau01,False,addresses,184,184,1474,3,3,2,2,21
model:fef2-secret-ru+cpu-int8,ameau01,False,names,382,382,4674,89,63,44,44,1048
model:fef2-secret-ru+cpu-int8,ameau01,False,logins,627,627,4692,28,24,17,17,272
model:gliner-pii-edge+cpu-int8,ameau01,False,contacts,141,141,2790,21,17,17,17,310
model:gliner-pii-edge+cpu-int8,ameau01,False,accounts,131,131,1108,21,21,21,21,174
model:gliner-pii-edge+cpu-int8,ameau01,False,network,777,777,13053,8,6,6,6,98
model:gliner-pii-edge+cpu-int8,ameau01,False,addresses,184,184,1474,8,8,8,8,72
model:gliner-pii-edge+cpu-int8,ameau01,False,names,382,382,4674,6,4,4,4,57
model:gliner-pii-edge+cpu-int8,ameau01,False,logins,627,627,4692,80,77,77,77,606
model:spacy-ru-lg,ameau01,False,contacts,141,141,2790,2,2,2,2,46
model:spacy-ru-lg,ameau01,False,accounts,131,131,1108,3,3,3,3,25
model:spacy-ru-lg,ameau01,False,network,777,777,13053,22,22,22,22,405
model:spacy-ru-lg,ameau01,False,addresses,184,184,1474,8,8,8,8,63
model:spacy-ru-lg,ameau01,False,names,382,382,4674,39,39,39,39,451
model:spacy-ru-lg,ameau01,False,logins,627,627,4692,49,49,49,49,339
model:natasha,ameau01,False,contacts,141,141,2790,0,0,0,0,0
model:natasha,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:natasha,ameau01,False,network,777,777,13053,13,13,13,13,254
model:natasha,ameau01,False,addresses,184,184,1474,15,15,15,15,118
model:natasha,ameau01,False,names,382,382,4674,60,59,59,59,730
model:natasha,ameau01,False,logins,627,627,4692,1,1,1,1,7
model:gliner-pii-base+cpu-int8,ameau01,False,contacts,141,141,2790,5,5,5,5,74
model:gliner-pii-base+cpu-int8,ameau01,False,accounts,131,131,1108,7,7,7,7,59
model:gliner-pii-base+cpu-int8,ameau01,False,network,777,777,13053,0,0,0,0,0
model:gliner-pii-base+cpu-int8,ameau01,False,addresses,184,184,1474,0,0,0,0,0
model:gliner-pii-base+cpu-int8,ameau01,False,names,382,382,4674,3,3,3,3,40
model:gliner-pii-base+cpu-int8,ameau01,False,logins,627,627,4692,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,ameau01,False,contacts,141,141,2790,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,ameau01,False,network,777,777,13053,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,ameau01,False,addresses,184,184,1474,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,ameau01,False,names,382,382,4674,0,0,0,0,0
model:gliner-multi-v21+cpu-int8,ameau01,False,logins,627,627,4692,0,0,0,0,0
model:gliner-nvidia+cpu-int8,ameau01,False,contacts,141,141,2790,0,0,0,0,0
model:gliner-nvidia+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:gliner-nvidia+cpu-int8,ameau01,False,network,777,777,13053,0,0,0,0,0
model:gliner-nvidia+cpu-int8,ameau01,False,addresses,184,184,1474,0,0,0,0,0
model:gliner-nvidia+cpu-int8,ameau01,False,names,382,382,4674,0,0,0,0,0
model:gliner-nvidia+cpu-int8,ameau01,False,logins,627,627,4692,0,0,0,0,0
model:gliner-urchade+cpu-int8,ameau01,False,contacts,141,141,2790,0,0,0,0,0
model:gliner-urchade+cpu-int8,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:gliner-urchade+cpu-int8,ameau01,False,network,777,777,13053,0,0,0,0,0
model:gliner-urchade+cpu-int8,ameau01,False,addresses,184,184,1474,0,0,0,0,0
model:gliner-urchade+cpu-int8,ameau01,False,names,382,382,4674,0,0,0,0,0
model:gliner-urchade+cpu-int8,ameau01,False,logins,627,627,4692,0,0,0,0,0
model:spacy-alrosait,ameau01,False,contacts,141,141,2790,0,0,0,0,0
model:spacy-alrosait,ameau01,False,accounts,131,131,1108,0,0,0,0,0
model:spacy-alrosait,ameau01,False,network,777,777,13053,0,0,0,0,0
model:spacy-alrosait,ameau01,False,addresses,184,184,1474,0,0,0,0,0
model:spacy-alrosait,ameau01,False,names,382,382,4674,0,0,0,0,0
model:spacy-alrosait,ameau01,False,logins,627,627,4692,0,0,0,0,0
composition:pplx,ameau01,False,contacts,141,141,2790,138,138,138,138,2758
composition:pplx,ameau01,False,accounts,131,131,1108,130,127,127,127,1087
composition:pplx,ameau01,False,network,777,777,13053,552,537,531,531,8521
composition:pplx,ameau01,False,addresses,184,184,1474,47,47,47,47,379
composition:pplx,ameau01,False,names,382,382,4674,381,380,379,379,4650
composition:pplx,ameau01,False,logins,627,627,4692,601,601,595,595,4414
composition:fastino,ameau01,False,contacts,141,141,2790,140,140,140,140,2786
composition:fastino,ameau01,False,accounts,131,131,1108,129,129,129,129,1094
composition:fastino,ameau01,False,network,777,777,13053,663,663,663,663,10909
composition:fastino,ameau01,False,addresses,184,184,1474,164,164,164,164,1315
composition:fastino,ameau01,False,names,382,382,4674,382,381,380,380,4673
composition:fastino,ameau01,False,logins,627,627,4692,604,604,604,604,4475
composition:pplx+fastino,ameau01,False,contacts,141,141,2790,141,141,141,141,2790
composition:pplx+fastino,ameau01,False,accounts,131,131,1108,131,131,131,131,1108
composition:pplx+fastino,ameau01,False,network,777,777,13053,728,723,723,723,12040
composition:pplx+fastino,ameau01,False,addresses,184,184,1474,167,167,167,167,1338
composition:pplx+fastino,ameau01,False,names,382,382,4674,382,381,380,380,4673
composition:pplx+fastino,ameau01,False,logins,627,627,4692,619,619,619,619,4592
composition:pplx+fastino+mmbert,ameau01,False,contacts,141,141,2790,141,141,141,141,2790
composition:pplx+fastino+mmbert,ameau01,False,accounts,131,131,1108,131,131,131,131,1108
composition:pplx+fastino+mmbert,ameau01,False,network,777,777,13053,770,735,730,730,12658
composition:pplx+fastino+mmbert,ameau01,False,addresses,184,184,1474,170,170,170,170,1362
composition:pplx+fastino+mmbert,ameau01,False,names,382,382,4674,382,381,381,381,4673
composition:pplx+fastino+mmbert,ameau01,False,logins,627,627,4692,623,619,619,619,4604
composition:pplx+fastino+bardsai,ameau01,False,contacts,141,141,2790,141,141,141,141,2790
composition:pplx+fastino+bardsai,ameau01,False,accounts,131,131,1108,131,131,131,131,1108
composition:pplx+fastino+bardsai,ameau01,False,network,777,777,13053,745,739,735,735,12370
composition:pplx+fastino+bardsai,ameau01,False,addresses,184,184,1474,183,183,182,182,1462
composition:pplx+fastino+bardsai,ameau01,False,names,382,382,4674,382,381,380,380,4673
composition:pplx+fastino+bardsai,ameau01,False,logins,627,627,4692,622,621,620,620,4620
composition:pplx+fastino+bardsai+mmbert,ameau01,False,contacts,141,141,2790,141,141,141,141,2790
